id,type,href,ike_dist,price,land_area,house_area,BCR,FAR,nearest_station,station_dist,age,can_not_be_rebuilt
b-8910089902,新築一戸建て,https://www.homes.co.jp/kodate/b-8910089902/,38,4240,53.47,93.08,nan,nan,所沢,8,,False
b-17051620000023,新築一戸建て,https://www.homes.co.jp/kodate/b-17051620000023/,38,4280,88.13,103.26,60,100,志木,10,nan,False
b-17020970014731,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014731/,36,4280,51.95,87.24,70,200,ひばりヶ丘,13,nan,False
b-1398090000068,新築一戸建て,https://www.homes.co.jp/kodate/b-1398090000068/,34,4280,125.22,115.48,nan,nan,朝霞,11,,False
b-1405570000994,新築一戸建て,https://www.homes.co.jp/kodate/b-1405570000994/,38,4280,77.94,110.96,nan,nan,みずほ台,5,,False
b-1437730002740,新築一戸建て,https://www.homes.co.jp/kodate/b-1437730002740/,38,4280,77.94,101.75,nan,nan,みずほ台,5,,False
b-1222100007704,中古一戸建て,https://www.homes.co.jp/kodate/b-1222100007704/,33,4280,91.24,74.34,nan,nan,東久留米,5,3,False
b-1168620001705,中古一戸建て,https://www.homes.co.jp/kodate/b-1168620001705/,38,4280,109.08,93.56,nan,nan,小手指,3,17,False
b-1303360011100,土地,https://www.homes.co.jp/tochi/b-1303360011100/,31,4280,121.02,nan,40,80,ひばりヶ丘,8,nan,False
b-1430280000020,中古一戸建て,https://www.homes.co.jp/kodate/b-1430280000020/,40,4350,74.43,97.25,nan,nan,与野本町,5,6,False
b-17020970014863,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014863/,31,4380,48.73,87.07,60,200,地下鉄成増,11,nan,False
b-1370090000215,中古一戸建て,https://www.homes.co.jp/kodate/b-1370090000215/,32,4380,51.71,58.55,nan,nan,上板橋,12,3,False
b-1421770003015,中古一戸建て,https://www.homes.co.jp/kodate/b-1421770003015/,32,4380,51.17,58.55,nan,nan,上板橋,12,3,False
b-1191550004653,中古一戸建て,https://www.homes.co.jp/kodate/b-1191550004653/,32,4380,51.17,58.55,nan,nan,上板橋,12,3,False
b-84720008017,土地,https://www.homes.co.jp/tochi/b-84720008017/,30,4380,73.44,nan,60,200,ときわ台,12,nan,False
b-88030001673,土地,https://www.homes.co.jp/tochi/b-88030001673/,35,4380,119.34,nan,60,200,保谷,12,nan,False
b-1303360010105,土地,https://www.homes.co.jp/tochi/b-1303360010105/,38,4380,197.79,nan,60,200,志木,10,nan,False
b-1303360011113,土地,https://www.homes.co.jp/tochi/b-1303360011113/,31,4430,118.01,nan,40,80,ひばりヶ丘,8,nan,False
b-17000120000407,中古一戸建て,https://www.homes.co.jp/kodate/b-17000120000407/,32,4439,120.01,100.17,50,100,清瀬,2,nan,False
b-1309740000405,中古一戸建て,https://www.homes.co.jp/kodate/b-1309740000405/,22,4450,50.49,73.89,nan,nan,小竹向原,10,8,False
b-17001030000005,土地,https://www.homes.co.jp/tochi/b-17001030000005/,35,4480,106.28,nan,50,60,練馬高野台,13,nan,False
b-17017240000248,新築一戸建て,https://www.homes.co.jp/kodate/b-17017240000248/,36,4480,66.82,102.68,60,200,みずほ台,3,nan,False
b-1405570000888,新築一戸建て,https://www.homes.co.jp/kodate/b-1405570000888/,40,4480,63.38,112.25,nan,nan,志木,12,,False
b-8410107518,新築一戸建て,https://www.homes.co.jp/kodate/b-8410107518/,40,4480,63.38,112.25,nan,nan,志木,12,,False
b-1405570000906,新築一戸建て,https://www.homes.co.jp/kodate/b-1405570000906/,36,4480,66.82,102.68,nan,nan,みずほ台,3,,False
b-1389130002217,新築一戸建て,https://www.homes.co.jp/kodate/b-1389130002217/,36,4480,66.82,102.68,nan,nan,みずほ台,3,,False
b-1303360011109,土地,https://www.homes.co.jp/tochi/b-1303360011109/,31,4480,122.01,nan,40,80,ひばりヶ丘,8,nan,False
b-1363260000266,土地,https://www.homes.co.jp/tochi/b-1363260000266/,14,4480,56.69,nan,60,200,要町,6,nan,False
b-17074750000034,土地,https://www.homes.co.jp/tochi/b-17074750000034/,23,4500,69.86,nan,60,200,駒込,13,nan,False
b-17078180000001,土地,https://www.homes.co.jp/tochi/b-17078180000001/,37,4500,100.03,nan,60,200,志木,9,nan,False
b-1307950004186,中古一戸建て,https://www.homes.co.jp/kodate/b-1307950004186/,31,4500,80.85,97.71,nan,nan,大泉学園,10,23,False
b-1331680000270,中古一戸建て,https://www.homes.co.jp/kodate/b-1331680000270/,38,4500,153,123.6,nan,nan,保谷,15,28,False
b-8910089624,中古一戸建て,https://www.homes.co.jp/kodate/b-8910089624/,38,4500,153,61.8,nan,nan,保谷,15,28,False
b-1252630008054,中古一戸建て,https://www.homes.co.jp/kodate/b-1252630008054/,13,4500,46.21,76,nan,nan,大塚,7,56,True
b-1388540003091,中古一戸建て,https://www.homes.co.jp/kodate/b-1388540003091/,36,4500,141.95,149.83,nan,nan,東武練馬,14,56,False
b-1370090000201,土地,https://www.homes.co.jp/tochi/b-1370090000201/,37,4500,141.95,nan,60,200,東武練馬,15,nan,False
b-1342720022422,土地,https://www.homes.co.jp/tochi/b-1342720022422/,36,4500,141.95,nan,60,200,東武練馬,14,nan,False
b-1172930002536,土地,https://www.homes.co.jp/tochi/b-1172930002536/,36,4500,141.95,nan,60,160,東武練馬,14,nan,False
b-1243260007622,土地,https://www.homes.co.jp/tochi/b-1243260007622/,36,4500,141.95,nan,60,160,東武練馬,14,nan,False
b-1091410000442,土地,https://www.homes.co.jp/tochi/b-1091410000442/,34,4500,213.68,nan,60,200,和光市,13,nan,False
b-1271630001651,土地,https://www.homes.co.jp/tochi/b-1271630001651/,38,4500,242.56,nan,60,200,朝霞台,12,nan,False
b-1194040215502,土地,https://www.homes.co.jp/tochi/b-1194040215502/,34,4500,213.68,nan,60,172,和光市,13,nan,False
b-17005540000198,土地,https://www.homes.co.jp/tochi/b-17005540000198/,34,4530,104.19,nan,60,200,戸田公園,12,nan,False
b-1445460000079,新築一戸建て,https://www.homes.co.jp/kodate/b-1445460000079/,34,4580,51.48,89.84,nan,nan,上板橋,14,,False
b-1267650016851,新築一戸建て,https://www.homes.co.jp/kodate/b-1267650016851/,27,4580,34.05,75.25,nan,nan,三河島,5,,False
b-1000980063013,中古一戸建て,https://www.homes.co.jp/kodate/b-1000980063013/,22,4580,50.49,74.33,nan,nan,小竹向原,10,8,False
b-39030740000394,中古一戸建て,https://www.homes.co.jp/kodate/b-39030740000394/,22,4580,50.49,74.33,nan,nan,小竹向原,10,8,False
b-1379680000197,土地,https://www.homes.co.jp/tochi/b-1379680000197/,30,4620,75.19,nan,60,200,石神井公園,12,nan,False
b-17020970015135,土地,https://www.homes.co.jp/tochi/b-17020970015135/,39,4650,72.44,nan,60,200,志茂,11,nan,False
b-1404690000031,新築一戸建て,https://www.homes.co.jp/kodate/b-1404690000031/,26,4680,43.54,80.31,nan,nan,東武練馬,4,,False
b-1080060004184,中古一戸建て,https://www.homes.co.jp/kodate/b-1080060004184/,32,4680,51.17,58.55,nan,nan,上板橋,12,3,False
b-1336600001856,中古一戸建て,https://www.homes.co.jp/kodate/b-1336600001856/,32,4680,51.17,58.55,nan,nan,上板橋,12,3,False
b-39030740000410,中古一戸建て,https://www.homes.co.jp/kodate/b-39030740000410/,36,4680,154.2,122.54,nan,nan,東久留米,8,29,False
b-1193340007989,土地,https://www.homes.co.jp/tochi/b-1193340007989/,14,4680,44.05,nan,60,300,大塚,8,nan,False
b-17057720001732,新築一戸建て,https://www.homes.co.jp/kodate/b-17057720001732/,36,4690,79.91,87.46,,nan,中浦和,5,nan,False
b-1342030008027,新築一戸建て,https://www.homes.co.jp/kodate/b-1342030008027/,36,4690,79.91,87.46,nan,nan,中浦和,5,,False
b-1000980064314,新築一戸建て,https://www.homes.co.jp/kodate/b-1000980064314/,39,4690,101.28,80.52,nan,nan,武蔵小金井,3,,False
b-1445460000074,土地,https://www.homes.co.jp/tochi/b-1445460000074/,17,4730,46.87,nan,60,200,要町,9,nan,False
b-17017120000289,新築一戸建て,https://www.homes.co.jp/kodate/b-17017120000289/,34,4780,88.58,87.28,50,100,保谷,11,nan,False
b-17020970015116,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970015116/,35,4780,57.72,112.79,60,200,南与野,2,nan,False
b-17020970014960,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014960/,35,4780,49.32,82.69,60,160,朝霞台,9,nan,False
b-17017240000261,中古一戸建て,https://www.homes.co.jp/kodate/b-17017240000261/,35,4780,62.86,97.08,60,200,朝霞台,9,nan,False
b-17054540000985,新築一戸建て,https://www.homes.co.jp/kodate/b-17054540000985/,33,4780,104.44,81.62,40,80,ひばりヶ丘,10,nan,False
b-17054540000988,新築一戸建て,https://www.homes.co.jp/kodate/b-17054540000988/,30,4780,60.12,113.94,80,200,ひばりヶ丘,7,nan,False
b-1078830008864,新築一戸建て,https://www.homes.co.jp/kodate/b-1078830008864/,39,4780,59.69,101.36,nan,nan,浦和,5,,False
b-1078830008703,新築一戸建て,https://www.homes.co.jp/kodate/b-1078830008703/,35,4780,57.72,112.79,nan,nan,南与野,2,,False
b-1390880002434,新築一戸建て,https://www.homes.co.jp/kodate/b-1390880002434/,35,4780,57.72,112.79,nan,nan,南与野,2,,False
b-1239390013493,新築一戸建て,https://www.homes.co.jp/kodate/b-1239390013493/,27,4780,55.15,90.59,nan,nan,ひばりヶ丘,4,,False
b-1421770003249,新築一戸建て,https://www.homes.co.jp/kodate/b-1421770003249/,39,4780,84.28,117.57,nan,nan,東久留米,11,,False
b-1007440018848,中古一戸建て,https://www.homes.co.jp/kodate/b-1007440018848/,31,4780,45.95,118,nan,nan,祐天寺,7,34,False
b-1228030000447,中古一戸建て,https://www.homes.co.jp/kodate/b-1228030000447/,36,4780,45.95,118,nan,nan,祐天寺,7,34,False
b-1377140000052,土地,https://www.homes.co.jp/tochi/b-1377140000052/,36,4780,584.71,nan,40,80,下赤塚,14,nan,False
b-1303360011106,土地,https://www.homes.co.jp/tochi/b-1303360011106/,31,4780,123.1,nan,40,80,ひばりヶ丘,8,nan,False
b-1040200006505,新築一戸建て,https://www.homes.co.jp/kodate/b-1040200006505/,38,4790,56.65,105.56,nan,nan,小手指,3,,False
b-1415630000007,中古一戸建て,https://www.homes.co.jp/kodate/b-1415630000007/,39,4800,55.63,71.35,nan,nan,学芸大学,10,32,False
b-1251460067335,土地,https://www.homes.co.jp/tochi/b-1251460067335/,36,4800,141.95,nan,60,160,東武練馬,14,nan,False
b-8410106360,土地,https://www.homes.co.jp/tochi/b-8410106360/,36,4800,141.95,nan,60,160,東武練馬,14,nan,False
b-1000980064286,土地,https://www.homes.co.jp/tochi/b-1000980064286/,36,4870,106.68,nan,50,100,保谷,14,nan,False
b-1458870000026,土地,https://www.homes.co.jp/tochi/b-1458870000026/,23,4870,88.03,nan,70,160,地下鉄赤塚,5,nan,False
b-17006370000252,新築一戸建て,https://www.homes.co.jp/kodate/b-17006370000252/,37,4880,90.1,89.01,60,200,戸田,13,nan,False
b-1193340008025,新築一戸建て,https://www.homes.co.jp/kodate/b-1193340008025/,26,4880,70.84,86.1,nan,nan,北赤羽,9,,False
b-37091040001420,新築一戸建て,https://www.homes.co.jp/kodate/b-37091040001420/,37,4880,90.1,89.01,nan,nan,戸田,13,,False
b-1243260007893,中古一戸建て,https://www.homes.co.jp/kodate/b-1243260007893/,24,4880,64.25,80.38,nan,nan,氷川台,10,18,False
b-35005140001829,中古一戸建て,https://www.homes.co.jp/kodate/b-35005140001829/,38,4880,100.21,105.98,nan,nan,中浦和,7,25,False
b-60000330218273,土地,https://www.homes.co.jp/tochi/b-60000330218273/,29,4880,40.11,nan,80,240,上野,10,nan,False
b-1303360011103,土地,https://www.homes.co.jp/tochi/b-1303360011103/,31,4880,123.1,nan,40,80,ひばりヶ丘,8,nan,False
b-39050830006048,新築一戸建て,https://www.homes.co.jp/kodate/b-39050830006048/,38,4890,89.63,92.32,nan,nan,保谷,15,,False
b-1193340008043,土地,https://www.homes.co.jp/tochi/b-1193340008043/,24,4890,90.23,nan,60,300,ときわ台,9,nan,False
b-1170260010695,土地,https://www.homes.co.jp/tochi/b-1170260010695/,33,4950,82.63,nan,60,160,赤羽岩淵,5,nan,False
b-1074240057790,土地,https://www.homes.co.jp/tochi/b-1074240057790/,29,4950,82.63,nan,60,200,赤羽岩淵,5,nan,False
b-1004580036496,土地,https://www.homes.co.jp/tochi/b-1004580036496/,29,4950,82.63,nan,60,200,赤羽岩淵,5,nan,False
b-1191550004749,土地,https://www.homes.co.jp/tochi/b-1191550004749/,28,4950,82.63,nan,60,200,赤羽,13,nan,False
b-1303410003236,土地,https://www.homes.co.jp/tochi/b-1303410003236/,30,4950,82.63,nan,60,200,赤羽岩淵,5,nan,False
b-1243260007938,土地,https://www.homes.co.jp/tochi/b-1243260007938/,28,4950,76.03,nan,60,160,赤羽岩淵,5,nan,False
b-1004590037319,土地,https://www.homes.co.jp/tochi/b-1004590037319/,29,4950,82.63,nan,60,200,赤羽岩淵,5,nan,False
b-1445390000601,土地,https://www.homes.co.jp/tochi/b-1445390000601/,33,4950,82.63,nan,60,200,埼玉高速鉄道赤羽岩淵,5,nan,False
b-17020970014996,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014996/,38,4980,60.02,91.29,60,160,武蔵浦和,9,nan,False
b-17037180000235,中古一戸建て,https://www.homes.co.jp/kodate/b-17037180000235/,31,4980,105.68,84.46,40,80,ひばりヶ丘,8,nan,False
b-1421770003669,新築一戸建て,https://www.homes.co.jp/kodate/b-1421770003669/,15,4980,33.48,53.45,nan,nan,北池袋,7,,False
b-87130011067,新築一戸建て,https://www.homes.co.jp/kodate/b-87130011067/,39,4980,58.47,95.7,nan,nan,北戸田,13,,False
b-37021790000344,新築一戸建て,https://www.homes.co.jp/kodate/b-37021790000344/,31,4980,105.68,84.46,nan,nan,ひばりヶ丘,8,,False
b-1222100008171,新築一戸建て,https://www.homes.co.jp/kodate/b-1222100008171/,31,4980,105.69,84.46,nan,nan,ひばりヶ丘,8,,False
b-17074110000082,新築一戸建て,https://www.homes.co.jp/kodate/b-17074110000082/,37,4990,55.04,106.08,60,200,朝霞,14,nan,False
b-17054720000737,新築一戸建て,https://www.homes.co.jp/kodate/b-17054720000737/,35,４９９０,55.04,106.08,60,200,朝霞,14,nan,False
b-17077860000076,新築一戸建て,https://www.homes.co.jp/kodate/b-17077860000076/,37,4990,55.04,106.08,60,,朝霞,14,nan,False
b-17008480000283,新築一戸建て,https://www.homes.co.jp/kodate/b-17008480000283/,37,4990,55.04,106.08,60,200,朝霞,14,nan,False
b-1364890000076,テラスハウス,https://www.homes.co.jp/kodate/b-1364890000076/,20,4990,304.91,63.69,nan,nan,西巣鴨,7,3,False
b-1318040004417,新築一戸建て,https://www.homes.co.jp/kodate/b-1318040004417/,37,4990,61.4,113.66,nan,nan,朝霞,14,,False
b-1187850004007,新築一戸建て,https://www.homes.co.jp/kodate/b-1187850004007/,37,4990,61.47,113.66,nan,nan,朝霞,14,,False
b-1243260007742,土地,https://www.homes.co.jp/tochi/b-1243260007742/,19,4990,49.92,nan,60,160,西日暮里,5,nan,False
b-87570010157,中古一戸建て,https://www.homes.co.jp/kodate/b-87570010157/,27,4998,64.81,108.54,nan,nan,戸田公園,5,22,False
b-1252630007982,中古一戸建て,https://www.homes.co.jp/kodate/b-1252630007982/,27,4998,64.81,96.39,nan,nan,戸田公園,5,22,False
b-1080060004297,土地,https://www.homes.co.jp/tochi/b-1080060004297/,24,4999,68.69,nan,60,300,中板橋,10,nan,False
b-1191550004729,土地,https://www.homes.co.jp/tochi/b-1191550004729/,21,4999,68.69,nan,60,300,大山,8,nan,False
b-1243260007899,土地,https://www.homes.co.jp/tochi/b-1243260007899/,21,4999,68.69,nan,60,160,大山,8,nan,False
b-17020970014247,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014247/,22,5080,39.10,72.44,80,300,北赤羽,5,nan,False
b-17074110000069,新築一戸建て,https://www.homes.co.jp/kodate/b-17074110000069/,33,5080,83.75,94.65,,nan,上板橋,13,nan,False
b-1388540004524,中古一戸建て,https://www.homes.co.jp/kodate/b-1388540004524/,25,5080,47.61,77.81,nan,nan,上板橋,5,10,False
b-1303360011104,土地,https://www.homes.co.jp/tochi/b-1303360011104/,31,5080,121.05,nan,40,80,ひばりヶ丘,8,nan,False
b-17069060005731,新築一戸建て,https://www.homes.co.jp/kodate/b-17069060005731/,38,5180,110.92,98.95,60,160,南与野,5,nan,False
b-17020970015106,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970015106/,39,5180,110.92,98.95,60,160,南与野,6,nan,False
b-17038000005235,新築一戸建て,https://www.homes.co.jp/kodate/b-17038000005235/,38,5180,110.92,98.95,60,160,南与野,5,nan,False
b-17074110000080,新築一戸建て,https://www.homes.co.jp/kodate/b-17074110000080/,35,5180,62.86,97.08,60,200,朝霞台,9,nan,False
b-17054720000729,新築一戸建て,https://www.homes.co.jp/kodate/b-17054720000729/,35,5180,62.86,97.08,60,200,朝霞台,9,nan,False
b-17057720001726,新築一戸建て,https://www.homes.co.jp/kodate/b-17057720001726/,35,5180,62.86,97.08,60,200,朝霞台,9,nan,False
b-35005460000572,新築一戸建て,https://www.homes.co.jp/kodate/b-35005460000572/,22,5180,45.73,85.85,nan,nan,ときわ台,4,,False
b-1342450002189,新築一戸建て,https://www.homes.co.jp/kodate/b-1342450002189/,38,5180,109.25,98.95,nan,nan,南与野,5,,False
b-1345000001026,新築一戸建て,https://www.homes.co.jp/kodate/b-1345000001026/,38,5180,110.92,98.95,nan,nan,南与野,5,,False
b-1444120000117,新築一戸建て,https://www.homes.co.jp/kodate/b-1444120000117/,39,5180,110.92,98.95,nan,nan,南与野,6,,False
b-1389130002376,新築一戸建て,https://www.homes.co.jp/kodate/b-1389130002376/,35,5180,62.86,97.08,nan,nan,朝霞台,9,,False
b-1000980064391,新築一戸建て,https://www.homes.co.jp/kodate/b-1000980064391/,38,5180,100.02,100.44,nan,nan,所沢,8,,False
b-1363260000243,中古一戸建て,https://www.homes.co.jp/kodate/b-1363260000243/,28,5180,49.78,81.99,nan,nan,桜台,13,11,False
b-1389720001274,中古一戸建て,https://www.homes.co.jp/kodate/b-1389720001274/,27,5180,75.07,89.9,nan,nan,保谷,4,14,False
b-1073170001876,土地,https://www.homes.co.jp/tochi/b-1073170001876/,33,5180,134.72,nan,40,80,ひばりヶ丘,10,nan,False
b-1080060004296,土地,https://www.homes.co.jp/tochi/b-1080060004296/,24,5199,68.69,nan,60,300,中板橋,10,nan,False
b-1243260007900,土地,https://www.homes.co.jp/tochi/b-1243260007900/,21,5199,68.69,nan,60,160,大山,8,nan,False
b-1445390000581,中古一戸建て,https://www.homes.co.jp/kodate/b-1445390000581/,30,5200,70.01,106.2,nan,nan,成増,12,6,False
b-1318040004427,中古一戸建て,https://www.homes.co.jp/kodate/b-1318040004427/,30,5200,70.01,94.33,nan,nan,成増,12,6,False
b-1309740000402,土地,https://www.homes.co.jp/tochi/b-1309740000402/,21,5200,109.63,nan,60,200180,平和台,5,nan,False
b-17020970014208,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014208/,36,5280,83.54,103.70,60,200,朝霞台,10,nan,False
b-1342030008142,新築一戸建て,https://www.homes.co.jp/kodate/b-1342030008142/,26,5280,77.36,94.81,nan,nan,十条,14,,False
b-1449860000121,新築一戸建て,https://www.homes.co.jp/kodate/b-1449860000121/,38,5280,74.75,91.53,nan,nan,武蔵浦和,9,,False
b-1041380012804,新築一戸建て,https://www.homes.co.jp/kodate/b-1041380012804/,38,5280,71.96,98.38,nan,nan,南与野,5,,False
b-8110126466,中古一戸建て,https://www.homes.co.jp/kodate/b-8110126466/,38,5280,74.75,91.53,nan,nan,武蔵浦和,9,2,False
b-83520001940,新築一戸建て,https://www.homes.co.jp/kodate/b-83520001940/,35,5280,100.01,90.72,nan,nan,和光市,14,,False
b-1172930002599,中古一戸建て,https://www.homes.co.jp/kodate/b-1172930002599/,35,5280,101.7,93.98,nan,nan,朝霞台,9,7,False
b-1448700000023,新築一戸建て,https://www.homes.co.jp/kodate/b-1448700000023/,37,5280,120.61,91.08,nan,nan,ひばりヶ丘,14,,False
b-1063580001403,土地,https://www.homes.co.jp/tochi/b-1063580001403/,23,5280,128.17,nan,60,200,富士見台,3,nan,False
b-1267560001127,土地,https://www.homes.co.jp/tochi/b-1267560001127/,26,5280,82.62,nan,60,200,練馬,11,nan,False
b-1458870000008,新築一戸建て,https://www.homes.co.jp/kodate/b-1458870000008/,32,5290,57.9,88.15,nan,nan,上板橋,12,,False
b-8110129162,新築一戸建て,https://www.homes.co.jp/kodate/b-8110129162/,38,5290,90.17,97.5,nan,nan,中浦和,7,,False
b-1318040004420,新築一戸建て,https://www.homes.co.jp/kodate/b-1318040004420/,37,5290,55.04,106.08,nan,nan,朝霞,14,,False
b-35005310001889,土地,https://www.homes.co.jp/tochi/b-35005310001889/,34,5300,98.23,nan,50,100,練馬高野台,12,nan,False
b-1265020004300,新築一戸建て,https://www.homes.co.jp/kodate/b-1265020004300/,31,5380,106.48,84.46,nan,nan,保谷,8,,False
b-89280012672,新築一戸建て,https://www.homes.co.jp/kodate/b-89280012672/,36,5390,85.14,119.81,nan,nan,清瀬,6,,False
b-88550014581,新築一戸建て,https://www.homes.co.jp/kodate/b-88550014581/,36,5390,119.69,97.11,nan,nan,東久留米,8,,False
b-17074110000055,新築一戸建て,https://www.homes.co.jp/kodate/b-17074110000055/,33,5398,60.20,100.81,60,200,朝霞台,7,nan,False
b-1448700000052,土地,https://www.homes.co.jp/tochi/b-1448700000052/,32,5400,138.89,nan,40,80,保谷,9,nan,False
b-1205950000572,土地,https://www.homes.co.jp/tochi/b-1205950000572/,28,5450,100.02,nan,60,200,和光市,7,nan,False
b-17062460000118,新築一戸建て,https://www.homes.co.jp/kodate/b-17062460000118/,37,5480,73.03,107.51,60,200,下赤塚,15,nan,False
b-17063840000054,土地,https://www.homes.co.jp/tochi/b-17063840000054/,25,5480,139.68,nan,50,100,富士見台,5,nan,False
b-17074750000066,新築一戸建て,https://www.homes.co.jp/kodate/b-17074750000066/,37,5480,136.14,99.63,60,,志木,9,nan,False
b-1318040004343,新築一戸建て,https://www.homes.co.jp/kodate/b-1318040004343/,37,5480,77.46,107.51,nan,nan,下赤塚,15,,False
b-1251430001009,中古一戸建て,https://www.homes.co.jp/kodate/b-1251430001009/,36,5480,96.33,97.71,nan,nan,戸田,12,4,False
b-90590000037,中古一戸建て,https://www.homes.co.jp/kodate/b-90590000037/,29,5480,100,94.9,nan,nan,戸田,5,9,False
b-1222400003518,土地,https://www.homes.co.jp/tochi/b-1222400003518/,27,5480,139.68,nan,50,100,練馬高野台,5,nan,False
b-1024880004999,土地,https://www.homes.co.jp/tochi/b-1024880004999/,32,5480,110,nan,50,100,保谷,9,nan,False
b-1197230006366,土地,https://www.homes.co.jp/tochi/b-1197230006366/,25,5480,60.42,nan,60,160,志茂,10,nan,False
b-1412500000307,土地,https://www.homes.co.jp/tochi/b-1412500000307/,26,5480,114.89,nan,60,150,新江古田,11,nan,False
b-1278120007424,中古一戸建て,https://www.homes.co.jp/kodate/b-1278120007424/,36,5490,78.88,76.18,nan,nan,井荻,11,4,False
b-1265020004379,中古一戸建て,https://www.homes.co.jp/kodate/b-1265020004379/,36,5490,78.88,76.18,nan,nan,井荻,11,4,False
b-1193620001282,中古一戸建て,https://www.homes.co.jp/kodate/b-1193620001282/,40,5500,39.55,63.95,nan,nan,勝どき,3,79,False
b-1352780000015,土地,https://www.homes.co.jp/tochi/b-1352780000015/,28,5550,86,nan,60,300,板橋区役所前,8,nan,False
b-1178370000797,土地,https://www.homes.co.jp/tochi/b-1178370000797/,23,5568,115.1,nan,50,100,ときわ台,5,nan,False
b-1388540004283,土地,https://www.homes.co.jp/tochi/b-1388540004283/,23,5568,115.1,nan,50,100,ときわ台,5,nan,False
b-1074240055806,土地,https://www.homes.co.jp/tochi/b-1074240055806/,23,5568,115.1,nan,50,100,ときわ台,5,nan,False
b-1243260007644,土地,https://www.homes.co.jp/tochi/b-1243260007644/,23,5568,115.1,nan,50,100,ときわ台,5,nan,False
b-1445390000406,土地,https://www.homes.co.jp/tochi/b-1445390000406/,23,5568,115.1,nan,50,100,ときわ台,5,nan,False
b-17074750000060,新築一戸建て,https://www.homes.co.jp/kodate/b-17074750000060/,26,5580,54.04,85.43,60,200,赤羽,11,nan,False
b-17007910000313,新築一戸建て,https://www.homes.co.jp/kodate/b-17007910000313/,29,5880,47.1,71.55,60,150,赤羽,14,nan,False
b-17015150003103,新築一戸建て,https://www.homes.co.jp/kodate/b-17015150003103/,32,5580,106.41,85.86,50,100,保谷,9,nan,False
b-17020970014466,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014466/,29,5580,62.26,85.59,60,196,中板橋,14,nan,False
b-1421770002777,新築一戸建て,https://www.homes.co.jp/kodate/b-1421770002777/,26,5580,54.04,87.66,nan,nan,赤羽岩淵,4,,False
b-1198450008441,新築一戸建て,https://www.homes.co.jp/kodate/b-1198450008441/,36,5580,90.31,78.35,nan,nan,大泉学園,15,,False
b-1358070000148,中古一戸建て,https://www.homes.co.jp/kodate/b-1358070000148/,36,5580,88.01,90.6,nan,nan,武蔵浦和,7,2,False
b-1080060004188,新築一戸建て,https://www.homes.co.jp/kodate/b-1080060004188/,36,5580,99.63,110.16,nan,nan,戸田公園,14,,False
b-1421770004151,新築一戸建て,https://www.homes.co.jp/kodate/b-1421770004151/,35,5590,110.68,88.39,nan,nan,東久留米,7,,False
b-1231900022919,中古一戸建て,https://www.homes.co.jp/kodate/b-1231900022919/,21,5600,39.6,59.35,nan,nan,東新宿,7,31,True
b-17010620000116,土地,https://www.homes.co.jp/tochi/b-17010620000116/,26,5630,106.02,nan,50,100,練馬,11,nan,False
b-1445390000540,土地,https://www.homes.co.jp/tochi/b-1445390000540/,26,5630,105.24,nan,50,100,練馬,11,nan,False
b-1080060004251,土地,https://www.homes.co.jp/tochi/b-1080060004251/,26,5630,106.02,nan,50,100,練馬,11,nan,False
b-1040260008489,新築一戸建て,https://www.homes.co.jp/kodate/b-1040260008489/,33,5640,62.16,101.63,nan,nan,朝霞台,7,,False
b-17000120000425,新築一戸建て,https://www.homes.co.jp/kodate/b-17000120000425/,30,5648,100.04,75.49,40,80,成増,12,nan,False
b-1252620008725,中古一戸建て,https://www.homes.co.jp/kodate/b-1252620008725/,17,5660,24.59,56.56,nan,nan,西日暮里,3,34,False
b-1458870000027,土地,https://www.homes.co.jp/tochi/b-1458870000027/,23,5670,70.15,nan,70,160,地下鉄赤塚,5,nan,False
b-17007910000317,新築一戸建て,https://www.homes.co.jp/kodate/b-17007910000317/,27,5880,53.21,98.20,60,200,北赤羽,10,nan,False
b-17017120000334,新築一戸建て,https://www.homes.co.jp/kodate/b-17017120000334/,28,5680,101.02,91.12,60,200,保谷,5,nan,False
b-17037180000268,新築一戸建て,https://www.homes.co.jp/kodate/b-17037180000268/,28,5680,90.05,91.12,60,200,保谷,5,nan,False
b-17059470000792,新築一戸建て,https://www.homes.co.jp/kodate/b-17059470000792/,28,5680,101.02,91.12,60,200,保谷,5,nan,False
b-17059420002032,新築一戸建て,https://www.homes.co.jp/kodate/b-17059420002032/,28,5680,101.02,91.12,60,200,保谷,5,nan,False
b-17020970014288,新築一戸建て,https://www.homes.co.jp/kodate/b-17020970014288/,29,5680,101.02,91.12,60,160,保谷,6,nan,False
b-17019050000420,新築一戸建て,https://www.homes.co.jp/kodate/b-17019050000420/,28,5680,101.02,91.12,60,200,保谷,5,nan,False
b-1242100006857,新築一戸建て,https://www.homes.co.jp/kodate/b-1242100006857/,39,5680,38.28,64.63,nan,nan,下神明,8,,False
